,ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,Faturamento,Formua de Venda,Regiao
96167,96168,2024-05-04,São Paulo,Notebook HP,3200.0,1,Cliente_13183,3200.0,Presencial,Sudeste
96169,96170,2024-12-22,São Paulo,Teclado Mecânico,250.0,1,Cliente_5258,250.0,Presencial,Sudeste
96173,96174,2024-04-30,São Paulo,Mouse Gamer,120.0,3,Cliente_18829,360.0,Presencial,Sudeste
96181,96182,2024-11-25,São Paulo,Notebook HP,3200.0,1,Cliente_12278,3200.0,Presencial,Sudeste
96184,96185,2023-07-15,São Paulo,Notebook HP,3200.0,1,Cliente_19945,3200.0,Presencial,Sudeste
96202,96203,2023-07-24,São Paulo,Smartphone Samsung,2200.0,5,Cliente_11061,11000.0,Presencial,Sudeste
96203,96204,2023-03-09,São Paulo,Teclado Mecânico,250.0,1,Cliente_5644,250.0,Presencial,Sudeste
96213,96214,2023-04-08,São Paulo,iPhone 14,5500.0,1,Cliente_25829,5500.0,Presencial,Sudeste
96217,96218,2024-06-15,São Paulo,Teclado Mecânico,250.0,1,Cliente_9164,250.0,Presencial,Sudeste
96219,96220,2023-06-22,São Paulo,iPhone 14,5500.0,1,Cliente_940,5500.0,Presencial,Sudeste
96222,96223,2023-08-08,São Paulo,Notebook Dell,3500.0,1,Cliente_23552,3500.0,Presencial,Sudeste
96229,96230,2024-01-29,São Paulo,Teclado Mecânico,250.0,1,Cliente_8229,250.0,Presencial,Sudeste
96232,96233,2023-10-24,São Paulo,iPhone 14,5500.0,1,Cliente_28381,5500.0,Presencial,Sudeste
96236,96237,2023-02-25,São Paulo,"Monitor 27""",1200.0,1,Cliente_18544,1200.0,Presencial,Sudeste
96238,96239,2024-09-05,São Paulo,iPhone 14,5500.0,1,Cliente_28425,5500.0,Presencial,Sudeste
96250,96251,2024-01-30,São Paulo,Notebook Dell,3500.0,1,Cliente_12553,3500.0,Presencial,Sudeste
96258,96259,2024-03-17,São Paulo,Notebook HP,3200.0,1,Cliente_24384,3200.0,Presencial,Sudeste
96270,96271,2023-04-10,São Paulo,Notebook Dell,3500.0,1,Cliente_13789,3500.0,Presencial,Sudeste
96273,96274,2024-03-20,São Paulo,Teclado Mecânico,250.0,1,Cliente_21666,250.0,Presencial,Sudeste
96276,96277,2023-11-16,São Paulo,Smartphone Samsung,2200.0,2,Cliente_2775,4400.0,Presencial,Sudeste
96299,96300,2024-10-11,São Paulo,Notebook Dell,3500.0,1,Cliente_6728,3500.0,Presencial,Sudeste
96300,96301,2024-03-24,São Paulo,"Monitor 27""",1200.0,1,Cliente_3806,1200.0,Presencial,Sudeste
96301,96302,2023-08-13,São Paulo,Notebook Dell,3500.0,2,Cliente_19454,7000.0,Presencial,Sudeste
96305,96306,2023-09-23,São Paulo,Mouse Gamer,120.0,1,Cliente_10980,120.0,Presencial,Sudeste
96309,96310,2024-09-08,São Paulo,Notebook HP,3200.0,1,Cliente_21604,3200.0,Presencial,Sudeste
96313,96314,2023-07-10,São Paulo,Mouse Gamer,120.0,1,Cliente_1427,120.0,Presencial,Sudeste
96321,96322,2023-11-22,São Paulo,"Monitor 27""",1200.0,1,Cliente_10037,1200.0,Presencial,Sudeste
96326,96327,2024-06-29,São Paulo,"Monitor 27""",1200.0,1,Cliente_28548,1200.0,Presencial,Sudeste
96340,96341,2023-02-13,São Paulo,Notebook Dell,3500.0,1,Cliente_24739,3500.0,Presencial,Sudeste
96341,96342,2023-10-19,São Paulo,iPhone 14,5500.0,1,Cliente_12644,5500.0,Presencial,Sudeste
96349,96350,2023-03-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_19277,250.0,Presencial,Sudeste
96352,96353,2023-06-29,São Paulo,Notebook Dell,3500.0,1,Cliente_18239,3500.0,Presencial,Sudeste
96358,96359,2023-04-15,São Paulo,"Monitor 27""",1200.0,2,Cliente_20737,2400.0,Presencial,Sudeste
96360,96361,2023-01-16,São Paulo,"Monitor 27""",1200.0,1,Cliente_17326,1200.0,Presencial,Sudeste
96364,96365,2024-04-16,São Paulo,Mouse Gamer,120.0,1,Cliente_12230,120.0,Presencial,Sudeste
96376,96377,2024-02-02,São Paulo,Teclado Mecânico,250.0,1,Cliente_15199,250.0,Presencial,Sudeste
96384,96385,2023-03-12,São Paulo,Notebook Dell,3500.0,1,Cliente_10497,3500.0,Presencial,Sudeste
96395,96396,2023-03-09,São Paulo,Cabo HDMI,40.0,1,Cliente_25712,40.0,Presencial,Sudeste
96405,96406,2024-08-01,São Paulo,iPhone 14,5500.0,2,Cliente_9139,11000.0,Presencial,Sudeste
96411,96412,2023-10-04,São Paulo,iPhone 14,5500.0,1,Cliente_2560,5500.0,Presencial,Sudeste
96414,96415,2023-04-12,São Paulo,Teclado Mecânico,250.0,1,Cliente_11521,250.0,Presencial,Sudeste
96418,96419,2024-08-01,São Paulo,Notebook HP,3200.0,1,Cliente_28627,3200.0,Presencial,Sudeste
96431,96432,2024-09-21,São Paulo,Cabo HDMI,40.0,2,Cliente_936,80.0,Presencial,Sudeste
96435,96436,2024-10-26,São Paulo,Mouse Gamer,120.0,1,Cliente_20984,120.0,Presencial,Sudeste
96442,96443,2023-12-24,São Paulo,Notebook Dell,3500.0,1,Cliente_29698,3500.0,Presencial,Sudeste
96471,96472,2023-10-28,São Paulo,Cabo HDMI,40.0,1,Cliente_19038,40.0,Presencial,Sudeste
96473,96474,2023-06-27,São Paulo,"Monitor 27""",1200.0,1,Cliente_2884,1200.0,Presencial,Sudeste
96474,96475,2023-01-26,São Paulo,Mouse Gamer,120.0,1,Cliente_14664,120.0,Presencial,Sudeste
96485,96486,2024-09-28,São Paulo,Cabo HDMI,40.0,1,Cliente_14013,40.0,Presencial,Sudeste
96494,96495,2024-01-31,São Paulo,Notebook Dell,3500.0,1,Cliente_21608,3500.0,Presencial,Sudeste
96497,96498,2023-12-09,São Paulo,Smartphone Samsung,2200.0,5,Cliente_9348,11000.0,Presencial,Sudeste
96498,96499,2024-05-19,São Paulo,Notebook Dell,3500.0,1,Cliente_13635,3500.0,Presencial,Sudeste
96503,96504,2024-06-09,São Paulo,Notebook HP,3200.0,2,Cliente_28647,6400.0,Presencial,Sudeste
96513,96514,2023-05-26,São Paulo,Notebook HP,3200.0,1,Cliente_29363,3200.0,Presencial,Sudeste
96518,96519,2024-11-14,São Paulo,Cabo HDMI,40.0,1,Cliente_10927,40.0,Presencial,Sudeste
96522,96523,2024-11-01,São Paulo,"Monitor 27""",1200.0,2,Cliente_24606,2400.0,Presencial,Sudeste
96538,96539,2023-05-01,São Paulo,Mouse Gamer,120.0,2,Cliente_4310,240.0,Presencial,Sudeste
96547,96548,2023-02-04,São Paulo,Cabo HDMI,40.0,1,Cliente_10935,40.0,Presencial,Sudeste
96548,96549,2024-04-17,São Paulo,iPhone 14,5500.0,2,Cliente_26042,11000.0,Presencial,Sudeste
96557,96558,2023-01-10,São Paulo,Mouse Gamer,120.0,1,Cliente_6171,120.0,Presencial,Sudeste
96580,96581,2023-12-31,São Paulo,Cabo HDMI,40.0,1,Cliente_4961,40.0,Presencial,Sudeste
96588,96589,2023-12-14,São Paulo,iPhone 14,5500.0,1,Cliente_9259,5500.0,Presencial,Sudeste
96592,96593,2024-03-23,São Paulo,Cabo HDMI,40.0,1,Cliente_19205,40.0,Presencial,Sudeste
96600,96601,2023-06-24,São Paulo,Notebook HP,3200.0,5,Cliente_28717,16000.0,Presencial,Sudeste
96602,96603,2023-12-07,São Paulo,Mouse Gamer,120.0,1,Cliente_6010,120.0,Presencial,Sudeste
96604,96605,2024-08-22,São Paulo,Notebook HP,3200.0,1,Cliente_24316,3200.0,Presencial,Sudeste
96605,96606,2023-02-09,São Paulo,Smartphone Samsung,2200.0,1,Cliente_27211,2200.0,Presencial,Sudeste
96617,96618,2023-06-15,São Paulo,"Monitor 27""",1200.0,10,Cliente_12417,12000.0,Presencial,Sudeste
96633,96634,2023-04-04,São Paulo,iPhone 14,5500.0,1,Cliente_20565,5500.0,Presencial,Sudeste
96641,96642,2023-07-18,São Paulo,Smartphone Samsung,2200.0,1,Cliente_1060,2200.0,Presencial,Sudeste
96652,96653,2023-03-12,São Paulo,Smartphone Samsung,2200.0,1,Cliente_25118,2200.0,Presencial,Sudeste
96655,96656,2024-04-26,São Paulo,iPhone 14,5500.0,1,Cliente_4856,5500.0,Presencial,Sudeste
96668,96669,2024-03-28,São Paulo,Notebook HP,3200.0,1,Cliente_1034,3200.0,Presencial,Sudeste
96669,96670,2024-07-10,São Paulo,Smartphone Samsung,2200.0,3,Cliente_14658,6600.0,Presencial,Sudeste
96671,96672,2024-02-01,São Paulo,Notebook HP,3200.0,2,Cliente_19327,6400.0,Presencial,Sudeste
96677,96678,2024-01-09,São Paulo,iPhone 14,5500.0,1,Cliente_10692,5500.0,Presencial,Sudeste
96684,96685,2023-12-27,São Paulo,Teclado Mecânico,250.0,1,Cliente_10479,250.0,Presencial,Sudeste
96688,96689,2024-05-25,São Paulo,iPhone 14,5500.0,1,Cliente_2122,5500.0,Presencial,Sudeste
96694,96695,2024-09-06,São Paulo,Teclado Mecânico,250.0,5,Cliente_28137,1250.0,Presencial,Sudeste
96707,96708,2024-10-15,São Paulo,iPhone 14,5500.0,2,Cliente_20666,11000.0,Presencial,Sudeste
96712,96713,2023-10-10,São Paulo,Mouse Gamer,120.0,1,Cliente_16504,120.0,Presencial,Sudeste
96717,96718,2023-09-29,São Paulo,iPhone 14,5500.0,1,Cliente_1623,5500.0,Presencial,Sudeste
96721,96722,2024-03-28,São Paulo,Notebook HP,3200.0,1,Cliente_29320,3200.0,Presencial,Sudeste
96727,96728,2024-08-22,São Paulo,"Monitor 27""",1200.0,1,Cliente_19927,1200.0,Presencial,Sudeste
96741,96742,2024-12-27,São Paulo,"Monitor 27""",1200.0,1,Cliente_25955,1200.0,Presencial,Sudeste
96756,96757,2024-07-04,São Paulo,Mouse Gamer,120.0,1,Cliente_1422,120.0,Presencial,Sudeste
96762,96763,2023-06-17,São Paulo,"Monitor 27""",1200.0,1,Cliente_2521,1200.0,Presencial,Sudeste
96764,96765,2024-05-18,São Paulo,iPhone 14,5500.0,1,Cliente_12473,5500.0,Presencial,Sudeste
96768,96769,2024-12-26,São Paulo,Teclado Mecânico,250.0,1,Cliente_9136,250.0,Presencial,Sudeste
96780,96781,2024-08-08,São Paulo,Mouse Gamer,120.0,3,Cliente_13496,360.0,Presencial,Sudeste
96790,96791,2024-02-27,São Paulo,Mouse Gamer,120.0,3,Cliente_1589,360.0,Presencial,Sudeste
96796,96797,2024-10-18,São Paulo,Mouse Gamer,120.0,1,Cliente_4736,120.0,Presencial,Sudeste
96801,96802,2024-10-21,São Paulo,"Monitor 27""",1200.0,1,Cliente_14166,1200.0,Presencial,Sudeste
96808,96809,2023-08-06,São Paulo,Notebook HP,3200.0,1,Cliente_7688,3200.0,Presencial,Sudeste
96810,96811,2023-08-26,São Paulo,Smartphone Samsung,2200.0,1,Cliente_29127,2200.0,Presencial,Sudeste
96818,96819,2023-09-21,São Paulo,Cabo HDMI,40.0,2,Cliente_13445,80.0,Presencial,Sudeste
96827,96828,2024-10-19,São Paulo,"Monitor 27""",1200.0,2,Cliente_6740,2400.0,Presencial,Sudeste
96828,96829,2024-06-23,São Paulo,"Monitor 27""",1200.0,1,Cliente_23117,1200.0,Presencial,Sudeste
96841,96842,2024-11-26,São Paulo,Notebook Dell,3500.0,1,Cliente_11542,3500.0,Presencial,Sudeste
96853,96854,2024-10-26,São Paulo,"Monitor 27""",1200.0,1,Cliente_23256,1200.0,Presencial,Sudeste
96857,96858,2023-05-05,São Paulo,"Monitor 27""",1200.0,1,Cliente_25804,1200.0,Presencial,Sudeste
96867,96868,2024-03-06,São Paulo,Notebook HP,3200.0,1,Cliente_16537,3200.0,Presencial,Sudeste
96901,96902,2023-10-02,São Paulo,Cabo HDMI,40.0,1,Cliente_15719,40.0,Presencial,Sudeste
96904,96905,2023-08-23,São Paulo,"Monitor 27""",1200.0,3,Cliente_9574,3600.0,Presencial,Sudeste
96910,96911,2023-08-19,São Paulo,Smartphone Samsung,2200.0,1,Cliente_6497,2200.0,Presencial,Sudeste
96918,96919,2023-05-12,São Paulo,Notebook Dell,3500.0,1,Cliente_1278,3500.0,Presencial,Sudeste
96919,96920,2024-01-01,São Paulo,iPhone 14,5500.0,1,Cliente_6026,5500.0,Presencial,Sudeste
96937,96938,2023-02-21,São Paulo,iPhone 14,5500.0,1,Cliente_13630,5500.0,Presencial,Sudeste
96941,96942,2024-10-14,São Paulo,Cabo HDMI,40.0,1,Cliente_20706,40.0,Presencial,Sudeste
96955,96956,2023-09-16,São Paulo,Notebook Dell,3500.0,1,Cliente_24229,3500.0,Presencial,Sudeste
96968,96969,2024-08-29,São Paulo,Notebook Dell,3500.0,1,Cliente_19249,3500.0,Presencial,Sudeste
96972,96973,2024-03-02,São Paulo,Notebook HP,3200.0,1,Cliente_20238,3200.0,Presencial,Sudeste
97001,97002,2023-10-29,São Paulo,Notebook Dell,3500.0,1,Cliente_25267,3500.0,Presencial,Sudeste
97003,97004,2023-11-18,São Paulo,"Monitor 27""",1200.0,1,Cliente_19532,1200.0,Presencial,Sudeste
97004,97005,2024-11-07,São Paulo,Cabo HDMI,40.0,1,Cliente_18629,40.0,Presencial,Sudeste
97006,97007,2024-05-26,São Paulo,iPhone 14,5500.0,2,Cliente_20146,11000.0,Presencial,Sudeste
97015,97016,2023-03-26,São Paulo,Smartphone Samsung,2200.0,1,Cliente_11210,2200.0,Presencial,Sudeste
97035,97036,2024-02-18,São Paulo,Notebook HP,3200.0,1,Cliente_18844,3200.0,Presencial,Sudeste
97037,97038,2024-06-07,São Paulo,Cabo HDMI,40.0,1,Cliente_17001,40.0,Presencial,Sudeste
97050,97051,2024-07-28,São Paulo,iPhone 14,5500.0,1,Cliente_11900,5500.0,Presencial,Sudeste
97055,97056,2023-04-04,São Paulo,Smartphone Samsung,2200.0,1,Cliente_16613,2200.0,Presencial,Sudeste
97062,97063,2024-03-24,São Paulo,Notebook HP,3200.0,2,Cliente_5049,6400.0,Presencial,Sudeste
97074,97075,2024-12-17,São Paulo,iPhone 14,5500.0,1,Cliente_1809,5500.0,Presencial,Sudeste
97084,97085,2024-12-03,São Paulo,Mouse Gamer,120.0,1,Cliente_1497,120.0,Presencial,Sudeste
97085,97086,2024-11-19,São Paulo,Notebook Dell,3500.0,1,Cliente_19941,3500.0,Presencial,Sudeste
97101,97102,2023-01-24,São Paulo,Notebook HP,3200.0,1,Cliente_20462,3200.0,Presencial,Sudeste
97104,97105,2024-01-20,São Paulo,Smartphone Samsung,2200.0,1,Cliente_23574,2200.0,Presencial,Sudeste
97106,97107,2023-02-26,São Paulo,Teclado Mecânico,250.0,1,Cliente_15930,250.0,Presencial,Sudeste
97140,97141,2023-03-23,São Paulo,Teclado Mecânico,250.0,1,Cliente_407,250.0,Presencial,Sudeste
97141,97142,2023-07-04,São Paulo,iPhone 14,5500.0,2,Cliente_17863,11000.0,Presencial,Sudeste
97145,97146,2023-12-27,São Paulo,Teclado Mecânico,250.0,1,Cliente_22460,250.0,Presencial,Sudeste
97153,97154,2024-04-14,São Paulo,"Monitor 27""",1200.0,2,Cliente_17988,2400.0,Presencial,Sudeste
97171,97172,2024-08-28,São Paulo,Mouse Gamer,120.0,1,Cliente_26958,120.0,Presencial,Sudeste
97172,97173,2023-12-26,São Paulo,Cabo HDMI,40.0,1,Cliente_19505,40.0,Presencial,Sudeste
97173,97174,2023-05-26,São Paulo,"Monitor 27""",1200.0,2,Cliente_9424,2400.0,Presencial,Sudeste
97189,97190,2024-03-19,São Paulo,Notebook HP,3200.0,1,Cliente_3761,3200.0,Presencial,Sudeste
97191,97192,2024-08-08,São Paulo,Cabo HDMI,40.0,1,Cliente_9563,40.0,Presencial,Sudeste
97197,97198,2024-06-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_13674,1200.0,Presencial,Sudeste
97206,97207,2024-05-06,São Paulo,Notebook HP,3200.0,1,Cliente_2816,3200.0,Presencial,Sudeste
97209,97210,2023-05-29,São Paulo,Notebook HP,3200.0,1,Cliente_16553,3200.0,Presencial,Sudeste
97211,97212,2024-09-13,São Paulo,Notebook Dell,3500.0,2,Cliente_718,7000.0,Presencial,Sudeste
97219,97220,2023-06-23,São Paulo,Notebook HP,3200.0,1,Cliente_21767,3200.0,Presencial,Sudeste
97227,97228,2023-11-11,São Paulo,Notebook HP,3200.0,5,Cliente_22248,16000.0,Presencial,Sudeste
97232,97233,2023-04-19,São Paulo,"Monitor 27""",1200.0,1,Cliente_15090,1200.0,Presencial,Sudeste
97237,97238,2023-03-17,São Paulo,Notebook Dell,3500.0,2,Cliente_22115,7000.0,Presencial,Sudeste
97243,97244,2023-03-29,São Paulo,"Monitor 27""",1200.0,1,Cliente_12724,1200.0,Presencial,Sudeste
97261,97262,2023-11-07,São Paulo,Cabo HDMI,40.0,1,Cliente_26755,40.0,Presencial,Sudeste
97266,97267,2023-03-09,São Paulo,Teclado Mecânico,250.0,2,Cliente_14991,500.0,Presencial,Sudeste
97284,97285,2024-09-02,São Paulo,"Monitor 27""",1200.0,1,Cliente_12403,1200.0,Presencial,Sudeste
97292,97293,2023-05-09,São Paulo,Notebook HP,3200.0,1,Cliente_26868,3200.0,Presencial,Sudeste
97295,97296,2023-12-01,São Paulo,Cabo HDMI,40.0,1,Cliente_16374,40.0,Presencial,Sudeste
97310,97311,2023-02-09,São Paulo,Teclado Mecânico,250.0,1,Cliente_8251,250.0,Presencial,Sudeste
97315,97316,2023-05-19,São Paulo,Cabo HDMI,40.0,1,Cliente_26684,40.0,Presencial,Sudeste
97334,97335,2023-02-24,São Paulo,Notebook HP,3200.0,1,Cliente_27577,3200.0,Presencial,Sudeste
97336,97337,2024-05-24,São Paulo,Mouse Gamer,120.0,1,Cliente_14006,120.0,Presencial,Sudeste
97350,97351,2024-01-11,São Paulo,Mouse Gamer,120.0,2,Cliente_5142,240.0,Presencial,Sudeste
97368,97369,2023-03-07,São Paulo,Notebook Dell,3500.0,1,Cliente_27026,3500.0,Presencial,Sudeste
97374,97375,2023-10-14,São Paulo,Cabo HDMI,40.0,1,Cliente_5671,40.0,Presencial,Sudeste
97394,97395,2024-08-25,São Paulo,Cabo HDMI,40.0,1,Cliente_15832,40.0,Presencial,Sudeste
97411,97412,2024-11-06,São Paulo,Notebook Dell,3500.0,1,Cliente_29901,3500.0,Presencial,Sudeste
97414,97415,2023-08-07,São Paulo,Mouse Gamer,120.0,1,Cliente_8528,120.0,Presencial,Sudeste
97445,97446,2024-03-01,São Paulo,Notebook HP,3200.0,1,Cliente_18103,3200.0,Presencial,Sudeste
97448,97449,2023-05-05,São Paulo,"Monitor 27""",1200.0,2,Cliente_6812,2400.0,Presencial,Sudeste
97456,97457,2024-02-21,São Paulo,"Monitor 27""",1200.0,1,Cliente_23423,1200.0,Presencial,Sudeste
97466,97467,2024-07-15,São Paulo,Cabo HDMI,40.0,1,Cliente_29725,40.0,Presencial,Sudeste
97472,97473,2023-05-08,São Paulo,Cabo HDMI,40.0,5,Cliente_6559,200.0,Presencial,Sudeste
97485,97486,2024-09-12,São Paulo,iPhone 14,5500.0,1,Cliente_26232,5500.0,Presencial,Sudeste
97489,97490,2023-04-20,São Paulo,Notebook HP,3200.0,2,Cliente_7060,6400.0,Presencial,Sudeste
97492,97493,2023-10-12,São Paulo,Notebook Dell,3500.0,3,Cliente_28086,10500.0,Presencial,Sudeste
97498,97499,2024-05-07,São Paulo,Smartphone Samsung,2200.0,2,Cliente_7981,4400.0,Presencial,Sudeste
97505,97506,2023-10-25,São Paulo,Smartphone Samsung,2200.0,1,Cliente_24541,2200.0,Presencial,Sudeste
97513,97514,2023-12-20,São Paulo,iPhone 14,5500.0,1,Cliente_16671,5500.0,Presencial,Sudeste
97525,97526,2023-03-13,São Paulo,Teclado Mecânico,250.0,1,Cliente_26360,250.0,Presencial,Sudeste
97526,97527,2023-01-26,São Paulo,Mouse Gamer,120.0,3,Cliente_18936,360.0,Presencial,Sudeste
97569,97570,2023-02-28,São Paulo,Notebook HP,3200.0,1,Cliente_62,3200.0,Presencial,Sudeste
97578,97579,2023-04-02,São Paulo,iPhone 14,5500.0,1,Cliente_29548,5500.0,Presencial,Sudeste
97580,97581,2023-12-11,São Paulo,Teclado Mecânico,250.0,1,Cliente_29816,250.0,Presencial,Sudeste
97582,97583,2023-07-08,São Paulo,Mouse Gamer,120.0,2,Cliente_9003,240.0,Presencial,Sudeste
97584,97585,2024-11-28,São Paulo,iPhone 14,5500.0,10,Cliente_22509,55000.0,Presencial,Sudeste
97594,97595,2024-08-16,São Paulo,Cabo HDMI,40.0,1,Cliente_10317,40.0,Presencial,Sudeste
97605,97606,2023-05-03,São Paulo,iPhone 14,5500.0,1,Cliente_24733,5500.0,Presencial,Sudeste
97622,97623,2023-11-22,São Paulo,Mouse Gamer,120.0,2,Cliente_12242,240.0,Presencial,Sudeste
97625,97626,2023-05-28,São Paulo,Cabo HDMI,40.0,1,Cliente_20358,40.0,Presencial,Sudeste
97633,97634,2023-04-25,São Paulo,iPhone 14,5500.0,2,Cliente_28454,11000.0,Presencial,Sudeste
97638,97639,2024-04-16,São Paulo,Cabo HDMI,40.0,1,Cliente_11543,40.0,Presencial,Sudeste
97643,97644,2024-07-31,São Paulo,Notebook HP,3200.0,1,Cliente_28094,3200.0,Presencial,Sudeste
97645,97646,2023-03-07,São Paulo,Teclado Mecânico,250.0,1,Cliente_7331,250.0,Presencial,Sudeste
97659,97660,2024-12-23,São Paulo,Smartphone Samsung,2200.0,1,Cliente_17914,2200.0,Presencial,Sudeste
97661,97662,2023-02-06,São Paulo,iPhone 14,5500.0,1,Cliente_15146,5500.0,Presencial,Sudeste
97662,97663,2023-02-21,São Paulo,Notebook Dell,3500.0,2,Cliente_27028,7000.0,Presencial,Sudeste
97663,97664,2023-10-28,São Paulo,Teclado Mecânico,250.0,1,Cliente_23091,250.0,Presencial,Sudeste
97666,97667,2023-11-19,São Paulo,Notebook Dell,3500.0,1,Cliente_15303,3500.0,Presencial,Sudeste
97675,97676,2024-05-15,São Paulo,Notebook Dell,3500.0,1,Cliente_1081,3500.0,Presencial,Sudeste
97676,97677,2024-11-22,São Paulo,Notebook Dell,3500.0,1,Cliente_5159,3500.0,Presencial,Sudeste
97677,97678,2023-07-18,São Paulo,Mouse Gamer,120.0,1,Cliente_5603,120.0,Presencial,Sudeste
97679,97680,2024-12-19,São Paulo,Smartphone Samsung,2200.0,2,Cliente_18695,4400.0,Presencial,Sudeste
97681,97682,2024-06-22,São Paulo,Cabo HDMI,40.0,1,Cliente_16498,40.0,Presencial,Sudeste
97689,97690,2023-01-12,São Paulo,"Monitor 27""",1200.0,1,Cliente_7645,1200.0,Presencial,Sudeste
97692,97693,2023-11-09,São Paulo,"Monitor 27""",1200.0,1,Cliente_3940,1200.0,Presencial,Sudeste
97693,97694,2023-03-01,São Paulo,iPhone 14,5500.0,1,Cliente_15444,5500.0,Presencial,Sudeste
97703,97704,2023-06-21,São Paulo,"Monitor 27""",1200.0,1,Cliente_7067,1200.0,Presencial,Sudeste
97728,97729,2023-07-31,São Paulo,Cabo HDMI,40.0,1,Cliente_10752,40.0,Presencial,Sudeste
97738,97739,2023-09-22,São Paulo,Cabo HDMI,40.0,1,Cliente_10506,40.0,Presencial,Sudeste
97742,97743,2024-02-19,São Paulo,Notebook HP,3200.0,1,Cliente_25336,3200.0,Presencial,Sudeste
97748,97749,2024-10-26,São Paulo,Mouse Gamer,120.0,2,Cliente_432,240.0,Presencial,Sudeste
97753,97754,2024-01-25,São Paulo,iPhone 14,5500.0,2,Cliente_2007,11000.0,Presencial,Sudeste
97754,97755,2023-01-03,São Paulo,Teclado Mecânico,250.0,1,Cliente_27296,250.0,Presencial,Sudeste
97757,97758,2024-06-17,São Paulo,Notebook HP,3200.0,3,Cliente_23133,9600.0,Presencial,Sudeste
97767,97768,2023-02-12,São Paulo,"Monitor 27""",1200.0,1,Cliente_11190,1200.0,Presencial,Sudeste
97774,97775,2023-04-30,São Paulo,Notebook HP,3200.0,1,Cliente_26524,3200.0,Presencial,Sudeste
97777,97778,2023-05-26,São Paulo,Teclado Mecânico,250.0,2,Cliente_8496,500.0,Presencial,Sudeste
97796,97797,2023-08-16,São Paulo,Cabo HDMI,40.0,1,Cliente_28111,40.0,Presencial,Sudeste
97814,97815,2023-03-09,São Paulo,Mouse Gamer,120.0,1,Cliente_5211,120.0,Presencial,Sudeste
97816,97817,2024-02-17,São Paulo,iPhone 14,5500.0,1,Cliente_27005,5500.0,Presencial,Sudeste
97819,97820,2024-08-19,São Paulo,Notebook HP,3200.0,1,Cliente_13168,3200.0,Presencial,Sudeste
97831,97832,2023-03-25,São Paulo,"Monitor 27""",1200.0,1,Cliente_14689,1200.0,Presencial,Sudeste
97832,97833,2023-12-16,São Paulo,Notebook HP,3200.0,2,Cliente_20037,6400.0,Presencial,Sudeste
97849,97850,2023-12-21,São Paulo,Notebook Dell,3500.0,1,Cliente_12401,3500.0,Presencial,Sudeste
97867,97868,2023-09-16,São Paulo,Teclado Mecânico,250.0,1,Cliente_19759,250.0,Presencial,Sudeste
97873,97874,2023-11-09,São Paulo,Mouse Gamer,120.0,1,Cliente_7663,120.0,Presencial,Sudeste
97878,97879,2023-03-09,São Paulo,Cabo HDMI,40.0,1,Cliente_5218,40.0,Presencial,Sudeste
97885,97886,2024-02-09,São Paulo,Notebook HP,3200.0,1,Cliente_16213,3200.0,Presencial,Sudeste
97889,97890,2024-05-22,São Paulo,iPhone 14,5500.0,1,Cliente_29638,5500.0,Presencial,Sudeste
97890,97891,2024-09-02,São Paulo,"Monitor 27""",1200.0,1,Cliente_6512,1200.0,Presencial,Sudeste
97894,97895,2024-01-06,São Paulo,Smartphone Samsung,2200.0,1,Cliente_4433,2200.0,Presencial,Sudeste
97903,97904,2024-03-01,São Paulo,Smartphone Samsung,2200.0,1,Cliente_29112,2200.0,Presencial,Sudeste
97918,97919,2023-02-19,São Paulo,Mouse Gamer,120.0,1,Cliente_27457,120.0,Presencial,Sudeste
97943,97944,2024-10-08,São Paulo,Smartphone Samsung,2200.0,1,Cliente_26266,2200.0,Presencial,Sudeste
97944,97945,2023-09-22,São Paulo,iPhone 14,5500.0,1,Cliente_21683,5500.0,Presencial,Sudeste
97965,97966,2023-07-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_22317,1200.0,Presencial,Sudeste
97968,97969,2023-04-16,São Paulo,Notebook Dell,3500.0,1,Cliente_1844,3500.0,Presencial,Sudeste
